brand,detail,detail_desc,goods_desc,goods_id,goods_title,pl_id,scj_price,title,url,weight,zp_price
贡茗春,广东单枞,"规格：128g/罐,产地：广东潮州,食品生产许可证：SC11444512101644,采摘季节：春季,储藏方法：置于密封、阴凉、干燥、无异味环境,保质期：24个月,等级：一级,包装规格：直径9.5cm*高18.5cm",传统香型，全国竞赛银奖,8699878,贡茗春 凤凰单丛 2018春茶 乌龙茶 乌岽银花香 一级 128g 单罐,8637,360.00元,乌龙茶,https://www.zuipin.cn/goods?id=8699878,128克,342.00元
清风,武夷岩茶,"规格：8g*5泡*4小盒,产地：清风涧,食品生产许可证：SC11435078202940,采摘季节：春季,储藏方法：密封、避光、防潮、防晒、防异味,保质期：5年,等级：特级,包装规格：长27cm*宽16cm*高7.3cm",清风涧山场 香清味醇,8684537,【制茶状元黄勇亲制】清风两袖 武夷岩茶  乌龙茶 水仙 中火 特级 160g,2927,1500.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684537,160克,1500.00元
集韵,武夷岩茶,"规格：80g/盒,产地：武夷山,食品生产许可证：SC11435078203653,采摘季节：春季,储藏方法：常温、干燥、避光、防异味,保质期：三年,等级：特级",收藏几年 茶叶转化更好喝,8685327,【非遗大师王国兴亲制】集韵 武夷岩茶 大红袍  丹贵系列·经典 中足火 特级 80g 单罐,3181,1200.00元,乌龙茶,https://www.zuipin.cn/goods?id=8685327,80克,1200.00元
清风,武夷岩茶,"规格：8g*2泡*3盒,产地：清风涧、马头岩、碧石岩,食品生产许可证：SC11435078202940,采摘季节：春季,储藏方法：密封、避光、防潮、防晒、防异味,保质期：5年,等级：特级,包装规格：长24.8cm*宽13.7cm*高7.5cm",库存告急，卖完售罄,8684534,【制茶状元黄勇亲制】清风两袖 武夷岩茶 乌龙茶 风清云淡大红袍 轻火 特级 48g,2925,8000.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684534,48克,8000.00元
清风,武夷岩茶,"规格：100g/罐,产地：马头岩、清风涧,食品生产许可证：SC11435078202940,采摘季节：春季,储藏方法：常温、避光、干燥、无异味,保质期：符合存储条件下适宜长期储存,等级：特级,包装规格：直径8.5*高13.5cm",库存告急，卖完售罄,8684540,【制茶状元黄勇亲制】清风两袖 武夷岩茶 乌龙茶 锡罐大红袍 中火 特级 100g 单罐,2930,3800.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684540,100克,3800.00元
集韵,武夷岩茶,"规格：8g*12泡,产地：福建省武夷山,食品生产许可证：SC11435078203653,采摘季节：春季,储藏方法：常温，干燥，避光，防异味,保质期：36个月,等级：特级,包装规格：长20cm*宽11cm*高7cm",办公居家自饮,8703891,集韵丹贵 武夷岩茶 2018年春茶 丹贵 武夷大红袍 中低火 一级 96g,12361,200.00元,乌龙茶,https://www.zuipin.cn/goods?id=8703891,96克,200.00元
清风,武夷岩茶,"规格：10g*5泡*4小盒,产地：马头岩、清香涧,食品生产许可证：SC11435078202940,采摘季节：春季,储藏方法：密封、避光、防潮、防晒、防异味,保质期：5年,等级：特级,包装规格：长27cm*宽16cm*高7.3cm",马头岩清风涧大红袍,8684535,清风两袖 大红袍 2015春茶  中高火 特级 200g,2933,1800.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684535,200克,1800.00元
集韵,武夷岩茶,"规格：80g/盒,产地：武夷山,食品生产许可证：SC11435078203653,采摘季节：春季,储藏方法：常温、干燥、避光、防异味,保质期：三年,等级：特级",商务用茶 招待贵客,8685325,【非遗大师王国兴亲制】集韵 武夷岩茶 大红袍  丹贵系列·韵 中火 特级 80g 单罐,3179,900.00元,乌龙茶,https://www.zuipin.cn/goods?id=8685325,80克,900.00元
曦瓜,武夷岩茶,"规格：8g*12罐,产地：武夷山,食品生产许可证：SC11405078200423,采摘季节：春季,储藏方法：密封、防潮、常温、防异味,保质期：5年,等级：特级,包装规格：长30.1cm*宽20.5cm*高7.6cm",商务茶礼 送客户,8699557,曦瓜 武夷岩茶 岩茶王 96g 鉴行武夷 特级 礼盒,3279,580.00元,乌龙茶,https://www.zuipin.cn/goods?id=8699557,96克,580.00元
醉品朴茶,武夷岩茶,"规格：7g*18泡,产地：武夷山,食品生产许可证：QS350714010012,采摘季节：春季,储藏方法：干燥、阴凉、无异味,保质期：3年,等级：一级",果香肉桂 回甘带甜,ZORG3600-125,醉品朴茶 武夷岩茶 乌龙茶 果香肉桂 中火 一级 RG3600-125g 单盒,2978,860.00元,乌龙茶,https://www.zuipin.cn/goods?id=ZORG3600-125,125克,390.00元
岩语,武夷岩茶,"规格：8g*6小罐,产地：武夷山,食品生产许可证：SC11435078202923,采摘季节：春季,储藏方法：常温、干燥、避光、密封、无异味,保质期：在36个月内饮用醉佳,等级：特级,包装规格：长17.7cm*宽24.1cm*高8.3cm",年产量50斤，厂家已断货,8684595,正山堂·岩语 武夷岩茶 乌龙茶 隐于世·老枞水仙 特级 碳焙 48g,2956,1680.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684595,48克,1680.00元
集韵,武夷岩茶,"产地：武夷山,食品生产许可证：SC11435078203653,采摘季节：春季,储藏方法：常温、干燥、避光、防异味,保质期：三年,等级：一级",温性醇和 适合给父母长辈喝,8685326,【非遗大师王国兴亲制】集韵 武夷岩茶 大红袍  丹贵系列·醇 中足火 一级 80g 单罐,3180,700.00元,乌龙茶,https://www.zuipin.cn/goods?id=8685326,80克,700.00元
琪明,武夷岩茶,"规格：8g/泡*3泡,产地：武夷山,食品生产许可证：SC11435078204357,采摘季节：春季,储藏方法：通风、干燥、清洁、阴凉、无阳光直射,保质期：3年,等级：特级",【库存紧张，即将售罄】发烧友收藏版 中国茶叶博物馆指定收藏的标准名茶,8683998,【非遗大师王顺明亲制】琪明 武夷岩茶  乌龙茶 大红袍 中火 特级 24g 单盒,2798,258.00元,乌龙茶,https://www.zuipin.cn/goods?id=8683998,24克,218.00元
醉品朴茶,武夷岩茶,"规格：8g*10泡,产地：武夷山星村,食品生产许可证：QS350714010012,储藏方法：阴凉干燥无异味,保质期：3年,等级：一级,包装规格：长14.5cm*宽10.5cm*高8cm",知名小产区 玩家茶客学习品种、山场范本,ZRRG2260-80,醉品朴茶 一山一品系列 武夷岩茶 九曲半岩肉桂 中火 一级 RG2260-80g,3068,280.00元,乌龙茶,https://www.zuipin.cn/goods?id=ZRRG2260-80,80克,130.00元
集韵,武夷岩茶,"产地：武夷山,食品生产许可证：SC11435078203653,采摘季节：春季,储藏方法：常温、干燥、避光、防异味,保质期：三年,等级：一级",库存告急，卖完售罄,8685328,集韵 武夷岩茶 大红袍  丹贵系列·和 中足火 一级 80g 单罐,3182,500.00元,乌龙茶,https://www.zuipin.cn/goods?id=8685328,80克,500.00元
一匠一品,武夷岩茶,"规格：50g/盒,产地：福建省武夷山市,食品生产许可证：SC11435078200423,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：5年,等级：特级,包装规格：长7.8cm*宽7.8cm*高12.5cm",18位传承者之一，王文震师傅，匠心制作,8703860,一匠一品 武夷岩茶传承人王文震 2018年大红袍  特级50g,12276,215.00元,乌龙茶,https://www.zuipin.cn/goods?id=8703860,50克,128.00元
曦瓜,武夷岩茶,"规格：大红袍9泡、水仙3泡、肉桂3泡,产地：武夷山半岩产区,食品生产许可证：SC11435078200423,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：5年,等级：特级,包装规格：长35cm*宽14.5cm*高5.5cm",水仙、肉桂、大红袍组合茶 浓香型,8684252,曦瓜 武夷岩茶 组合茶 2018年 竹·筑韵楼台120g 中火 特级 乌龙茶,2847,358.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684252,120克,340.00元
武夷星,武夷岩茶,"规格：50g/罐,产地：福建省武夷山市,食品生产许可证：SC11435078201944,采摘季节：春季,储藏方法：清洁、通风、避光、无异味,保质期：五年,等级：特级,包装规格：直径10cm*高7.6cm",随身小罐，私藏自饮,8703989,武夷星 武夷岩茶 2018年春茶 大红袍专属六号 中火 特级 50g 罐装,12189,155.00元,乌龙茶,https://www.zuipin.cn/goods?id=8703989,50克,155.00元
琪明,武夷岩茶,"规格：8g*10泡,产地：武夷山,食品生产许可证：SC11435078204357,采摘季节：春季,储藏方法：通风、干燥、清洁、阴凉、无阳光直射,保质期：36个月内饮用口感醉佳,等级：特级,包装规格：长21.5cm*宽7.9cm*高7cm",花香型 便携装,8684276,琪明 武夷岩茶 乌龙茶 大红袍 金色长条盒 中火 特级 80g,2837,350.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684276,80克,333.00元
琪明,武夷岩茶,"规格：8g*6泡*4罐,产地：福建武夷山,食品生产许可证：QS350714010067,采摘季节：春季,储藏方法：通风、干燥、清洁、阴凉、无阳光直射,保质期：36个月内饮用口感醉佳,等级：特级,包装规格：长27.7cm*宽27.7cm*高8.5cm",【库存紧张，卖完售罄】粽叶香显 岩骨花香,ZPLYDZ1703,【非遗大师王顺明亲制】醉品叶界 琪明 武夷岩茶 2016春茶 乌龙茶 典藏水仙 中低火 特级 192g,3100,1588.00元,乌龙茶,https://www.zuipin.cn/goods?id=ZPLYDZ1703,192克,668.00元
曦瓜,武夷岩茶,"规格：8g*32泡,产地：武夷山核心产区,食品生产许可证：SC11435078200423,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：5年,等级：特级,包装规格：长36.2cm*26.2cm*8cm",送礼有福到 桂皮香,8684247,曦瓜 武夷岩茶 肉桂  有福到256g 中足火 特级 乌龙茶 礼盒,2844,1000.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684247,256克,950.00元
贡茗春,广东单枞,"规格：150g/盒,产地：广东潮州,食品生产许可证：SC11444512101644,采摘季节：春季,储藏方法：置于密封、阴凉、干燥、无异味环境,保质期：24个月,等级：一级,包装规格：长13cm*宽9cm*高15cm",滋味浓厚，日常招待实惠款,8699882,贡茗春 凤凰单丛 2018春茶 乌龙茶 古韵 一级 150g 单盒,8641,168.00元,乌龙茶,https://www.zuipin.cn/goods?id=8699882,150克,160.00元
醉品朴茶,漳平水仙,"规格：10g*10泡,产地：漳平赤水,食品生产许可证：SC11435088100202,采摘季节：春季,储藏方法：密封、避光、冷藏、防异味,保质期：18个月,等级：特级",闽茶风味代表 居家独享,8702951,醉品朴茶 全新升级之自饮系列 2018年漳平水仙 特级 100g,11659,195.00元,乌龙茶,https://www.zuipin.cn/goods?id=8702951,100克,120.00元
芯仙茗堂,其他乌龙茶,"规格：5g*20泡,产地：云南省临沧市双江县,食品生产许可证：SC11453092516086,采摘季节：夏季,储藏方法：干燥、密封、阴凉、防异味,保质期：36个月,等级：一级,包装规格：长20cm*宽14cm*高6cm",英国维多利亚女王赐名的茶,8703896,芯仙茗堂 青春系列 东方美人茶 2018年春茶 一级 100g,12248,366.00元,乌龙茶,https://www.zuipin.cn/goods?id=8703896,100克,366.00元
醉品朴茶,金骏眉,"规格：5g*16泡包装长23.5*宽宽11*,产地：武夷山,食品生产许可证：QS350714011631,储藏方法：阴凉干燥无异味,保质期：36个月,等级：特级",库存告急，卖完售罄,ZRJM3250-80,醉品朴茶 良品严选系列 金骏眉 特级 JM3250-80g,3087,460.00元,红茶,https://www.zuipin.cn/goods?id=ZRJM3250-80,80克,199.00元
醉品朴茶,金骏眉,"规格：5g*20泡,产地：武夷山,食品生产许可证：QS350714011631,采摘季节：春季,储藏方法：阴凉干燥无异味,保质期：36个月,等级：一级,包装规格：高16.5cm*直径8.5cm",常邀亲友喝茶 增进感情,ZXJM1450-100,醉品朴茶 良品严选系列 金骏眉  一级 JM1450-100g,3088,249.00元,红茶,https://www.zuipin.cn/goods?id=ZXJM1450-100,100克,115.00元
麻粟正山红,金骏眉,"规格：3g*24泡,产地：福建省武夷山市,食品生产许可证：SC11435078201901,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：在36个月内饮用最佳,等级：一级,包装规格：长30.3cm*宽22cm*高5cm",以武夷山自然保护区明前茶芽为原料，纯单芽制作,8703967,麻粟正山红 2018年金骏眉 一级 武夷红茶 金骏眉 72g,12178,768.00元,红茶,https://www.zuipin.cn/goods?id=8703967,72克,768.00元
醉品朴茶,金骏眉,"规格：100g/罐*2罐,产地：福建南平,食品生产许可证：SC11435072400356,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：一级,包装规格：长37.8cm*宽13.8cm*高9.6cm",实惠好茶 送礼大气 可支持个性定制,8704008,醉品朴茶  中秋精选茶礼 2018年金骏眉礼盒200g,12137,305.00元,红茶,https://www.zuipin.cn/goods?id=8704008,200克,200.00元
醉品朴茶,金骏眉,"规格：5g*25泡纸盒长26*宽9.9*高6,产地：福建省武夷山,储藏方法：干燥阴凉,保质期：三年,等级：特级",甘甜持久,ZRJM1188-125,醉品朴茶·醇朴 2018年金骏眉 环保家庭装 特级 JM1188-125g,724,307.00元,红茶,https://www.zuipin.cn/goods?id=ZRJM1188-125,125克,131.00元
曦瓜,金骏眉,"规格：5g*30泡,产地：福建省武夷山,食品生产许可证：SC11435078200423,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：36个月,等级：特级,包装规格：长24.2cm*宽17cm*高7cm",喜庆伴手礼，送礼自饮皆宜,8703838,曦瓜 金骏眉 2018年春茶 红茶 特级 贺岁金骏眉 150g,12099,158.00元,红茶,https://www.zuipin.cn/goods?id=8703838,150克,158.00元
醉品朴茶,金骏眉,"规格：5g*25泡*2盒,产地：福建省武夷山,采摘季节：春季,储藏方法：干燥阴凉,保质期：三年,等级：特级,包装规格：长26*宽9.9*高6.5cm",自饮口粮、送礼皆宜，回头客都爱,zrjm1188-250,醉品朴茶·醇朴 2018年金骏眉 环保家庭装 特级 JM1188-250g（125g*2盒）,1973,614.00元,红茶,https://www.zuipin.cn/goods?id=zrjm1188-250,250克,262.00元
醉品朴茶,金骏眉,"规格：5克/泡×25泡/盒,产地：福建武夷山,储藏方法：阴凉干燥,保质期：三年以上,等级：一级",温和茶性好 居家自饮装,ZRJM0800-125,醉品朴茶 2018年金骏眉 高性价比 自饮装 JM0800-125 醇朴,723,208.00元,红茶,https://www.zuipin.cn/goods?id=ZRJM0800-125,125克,95.00元
醉品朴茶,金骏眉,"规格：5g*25泡纸盒长9.9*宽26*高6,产地：福建省武夷山,食品生产许可证：QS350714011631,储藏方法：干燥阴凉,保质期：3年,等级：特级",超高性价比红茶 金黄细紧 甜香明显,ZRJM1580-125,醉品朴茶·本朴 2018年金骏眉 经典口粮茶 特级 JM1580-125,721,405.00元,红茶,https://www.zuipin.cn/goods?id=ZRJM1580-125,125克,171.00元
曦瓜,金骏眉,"规格：250g*2罐,产地：武夷山,食品生产许可证：SC11435078200423,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：3年,等级：一级",头春单芽制作 蜜香,8684583,曦瓜 2018年金骏眉  源味250g*2罐 一级  红茶,2943,398.00元,红茶,https://www.zuipin.cn/goods?id=8684583,500克,398.00元
醉品朴茶,金骏眉,"规格：100g/罐,产地：福建南平,食品生产许可证：SC11435072400356,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：一级",头采茶全芽制作，花香持久,8700891,醉品朴茶 地道好茶热销款 2018年金骏眉 红罐100g,10429,135.00元,红茶,https://www.zuipin.cn/goods?id=8700891,100克,85.00元
醉品朴茶,金骏眉,"规格：5g/包*25包*2盒纸盒长26,产地：福建省武夷山,储藏方法：干燥阴凉,保质期：三年,等级：一级",提升生活品质  从喝茶习惯开始,ZRJM0800-250,醉品朴茶 金骏眉 高性价比 自饮装 JM0800-250 醇朴,496,416.00元,红茶,https://www.zuipin.cn/goods?id=ZRJM0800-250,250克,190.00元
醉品朴茶,金骏眉,"规格：5g*10泡罐子宽10.3*高7.2c,产地：武夷山,食品生产许可证：QS350714011631,储藏方法：防潮湿、防异味、避光直射,保质期：36个月,等级：一级",不加糖，不加色素，不加香精，不添加是我们的立场,ZRJM2060-50,醉品朴茶·良品严选 2018年金骏眉 旅行装 JM2060-50g,3085,160.00元,红茶,https://www.zuipin.cn/goods?id=ZRJM2060-50,50克,75.00元
醉品朴茶,金骏眉,"规格：5g*25泡*2盒,产地：福建省武夷山,采摘季节：春季,储藏方法：干燥阴凉,保质期：3年,等级：特级,包装规格：长26*宽9.9*高6.5cm",热销5年的明星茶礼,zrjm1580-250,醉品朴茶·本朴 2018年金骏眉 经典口粮茶 特级 JM1580-250（125g*2盒）,1977,810.00元,红茶,https://www.zuipin.cn/goods?id=zrjm1580-250,250克,342.00元
醉品朴茶,金骏眉,"规格：100g/罐,产地：福建南平,食品生产许可证：SC11435072400356,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：特级",头采茶，蜜香浓郁，口感甘甜,8700893,醉品朴茶 2018年金骏眉 口碑好茶 皇冠100g,10430,230.00元,红茶,https://www.zuipin.cn/goods?id=8700893,100克,138.00元
集韵,正山小种,"规格：5g*18泡,产地：武夷山,食品生产许可证：SC11435078203653,采摘季节：春季,储藏方法：常温、干燥、避光、防异味,保质期：36个月,等级：一级,包装规格：长20cm*宽11.2cm*高7.3cm",名匠制作，好喝更暖身,8700733,集韵 正山小种 红茶 2018年春茶 丹贵系列 一级 90g 单盒,11661,198.00元,红茶,https://www.zuipin.cn/goods?id=8700733,90克,198.00元
醉品朴茶,正山小种,"规格：100g/罐*2罐,产地：福建南平,食品生产许可证：SC11435072400356,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：一级,包装规格：长37.8cm*宽13.8cm*高9.6cm",浓郁的薯香甜，可定制,8704007,醉品朴茶  中秋精选茶礼 2018年正山小种礼盒·红双喜 200g,12136,273.00元,红茶,https://www.zuipin.cn/goods?id=8704007,200克,166.00元
正山堂茶业,正山小种,"规格：54g（9g*6罐）礼盒长17.7*宽,产地：武夷山,食品生产许可证：SC11435078200021,储藏方法：常温、干燥、避光、密封、无异味,保质期：在36个月内饮用醉佳,等级：特级",高山韵桂圆香 送领导送贵客,8684267,正山堂·元正 2018年正山小种 红茶  骏眉·承 特级 54g,2851,680.00元,红茶,https://www.zuipin.cn/goods?id=8684267,54克,646.00元
一匠一品,正山小种,"规格：50g*3盒,产地：福建省宁德市,食品生产许可证：SC11435092300096,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：特级,包装规格：长31.2cm*宽16.8cm*高9cm",1200米鹫峰山脉上的野茶,8703926,一匠一品 沈明双代表作 正山小种 2018年春茶 特级 150g  红茶礼盒,12120,396.00元,红茶,https://www.zuipin.cn/goods?id=8703926,150克,232.00元
醉品叶界,正山小种,"规格：正山小种5g*25泡+建盏*1个,产地：福建省武夷山市,食品生产许可证：SC11435078201901,采摘季节：春季,储藏方法：常温、干燥、避光、密封、无异味,保质期：24个月,等级：特级",再现元首礼风采，国礼集成代表作,8703700,醉品叶界 中国茶礼 龙腾四海 2018年桐木关正山小种 特级 125g & 星空建盏,12095,1200.00元,红茶,https://www.zuipin.cn/goods?id=8703700,125克,618.00元
元正,正山小种,"规格：5g*16泡*3小盒,产地：福建省武夷山,食品生产许可证：SC11435078205116,采摘季节：春季,储藏方法：常温、干燥、避光、密封、无异味,保质期：36个月,等级：特级,包装规格：长32.7cm*宽18.6cm*高7.2cm",四百年传承之作,8699633,正山堂·元正 正山小种 2018春茶 临江 240g 特级 红茶,3299,488.00元,红茶,https://www.zuipin.cn/goods?id=8699633,240克,488.00元
醉品朴茶,正山小种,"规格：5g*10泡罐子宽10.3*高7.2c,产地：武夷山,食品生产许可证：QS350714010061,储藏方法：防潮湿、防异味、避光直射,保质期：36个月,等级：二级",上班劳累 喝杯小种红茶,ZRXZ1680-50,醉品朴茶 良品严选系列 正山小种 2018年春茶 二级 XZ1680-50g,3097,135.00元,红茶,https://www.zuipin.cn/goods?id=ZRXZ1680-50,50克,63.00元
一匠一品,正山小种,"规格：50g/盒,产地：福建宁德,食品生产许可证：SC11435092300096,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：特级,包装规格：长7.6cm*宽7.6cm*高12.3cm",1200米鹫峰山脉上的野茶,8700360,一匠一品 十佳制茶能手沈明双代表作 2018年正山小种 特级 50g,11146,119.00元,红茶,https://www.zuipin.cn/goods?id=8700360,50克,68.00元
醉品朴茶,正山小种,"规格：100g/罐,产地：福建南平,食品生产许可证：SC11435072400356,采摘季节：春季,储藏方法：防潮湿、防异味、避光直射,保质期：24个月,等级：一级",浓郁的署香甜，甜茶治愈,8700564,醉品朴茶 地道好茶热销款 2018年正山小种 红罐100g,11545,119.00元,红茶,https://www.zuipin.cn/goods?id=8700564,100克,68.00元
醉品叶界,正山小种,"规格：5g*10泡*4罐,产地：福建武夷山,食品生产许可证：SC11435078200021,储藏方法：常温、干燥、避光、密封、无异味,保质期：在36个月内饮用醉佳,等级：特级,包装规格：长27.7*宽27.7*高8.5cm",独特松木熏焙，桂圆汤香显,ZPLYDZ1701-1,醉品叶界 中国茶礼 热销爆款 正山小种 特级 200g 红茶,3320,1060.00元,红茶,https://www.zuipin.cn/goods?id=ZPLYDZ1701-1,200克,488.00元
醉品朴茶,正山小种,"规格：5g/包*25包包装26*12*6cm,产地：福建省武夷山,储藏方法：干燥阴凉,保质期：3年,等级：其它",皇室红茶 独自品饮 静心怡神,ZRXZ0600-125,醉品朴茶·素朴 2018年 正山小种 二级XZ0600-125g,705,156.00元,红茶,https://www.zuipin.cn/goods?id=ZRXZ0600-125,125克,70.00元
醉品朴茶,正山小种,"规格：5g×25泡,产地：福建武夷山,储藏方法：干燥阴凉,保质期：3年以上,等级：特级",野生制茶 高性价比,ZRXZ1200-125,醉品朴茶·醇朴 2018年正山小种 特级 XZ1200-125g,702,306.00元,红茶,https://www.zuipin.cn/goods?id=ZRXZ1200-125,125克,129.00元
醉品朴茶,正山小种,"规格：5g*10泡罐子宽10.3*高7.2c,产地：武夷山,食品生产许可证：QS350714011631,储藏方法：防潮湿、防异味、避光直射,保质期：36个月,等级：二级",小罐轻便  自饮随行装,ZRXZ0850-50,醉品朴茶 良品严选系列 正山小种 2018年春茶 二级 XZ0850-50g,3084,75.00元,红茶,https://www.zuipin.cn/goods?id=ZRXZ0850-50,50克,36.00元
武夷星,武夷岩茶,"规格：8g*30泡,产地：福建省武夷山市,食品生产许可证：SC11435078201944,采摘季节：春季,储藏方法：清洁、通风、避光、无异味,保质期：五年,等级：特级,包装规格：长32cm*宽22.5cm*高6.5cm",经典礼品茶，送礼上选,8703988,武夷星 武夷岩茶 2018年春茶 凤鸣朝阳 中火 特级 240g 礼盒,12366,650.00元,乌龙茶,https://www.zuipin.cn/goods?id=8703988,240克,650.00元
琪明,武夷岩茶,"规格：100g*2盒,产地：武夷山,食品生产许可证：SC11435078204357,采摘季节：春季,储藏方法：通风、干燥、清洁、阴凉、无阳光直射,保质期：36个月内饮用口感醉佳,等级：特级,包装规格：长29cm*宽21.5cm*高9cm",【库存紧张，卖完售罄】清香熟香组合装 传统复古特色茶礼,8684517,【非遗大师王顺明亲制】琪明 武夷岩茶 乌龙茶 传承古典（大）大红袍 轻火 特级 200g,2994,858.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684517,200克,858.00元
天池,广东单枞,"规格：125g/盒,产地：广东潮州凤凰乌岽山,食品生产许可证：sc11444512100266,采摘季节：春季,储藏方法：密封、避光、防潮湿、防异味,保质期：24个月,等级：特级",SGS481项检测 出口欧盟标准有机茶 送长辈送父母,8685039,【有机茶】天池乌岽山 凤凰单丛  乌龙茶 经典 特级 125g,3111,308.00元,乌龙茶,https://www.zuipin.cn/goods?id=8685039,125克,308.00元
日川,广东单枞,"规格：125g*2罐,产地：广东省汕头市,食品生产许可证：SC11444050700423,采摘季节：春季,储藏方法：置于阴凉干燥处,保质期：36个月,等级：一级,包装规格：长26cm*宽25cm*高13cm",拜访亲友伴手礼,6931246216006,日川 广东单丛 2018年春季 花香 清趣单丛茶 250g 礼盒,12320,520.00元,乌龙茶,https://www.zuipin.cn/goods?id=6931246216006,250克,520.00元
天池,广东单枞,"规格：8g*6泡,产地：广东潮州,食品生产许可证：SC11444512100266,采摘季节：春季,储藏方法：密封、避光、防潮湿、防异味,保质期：24个月,等级：特级,包装规格：长15.5cm*宽8cm*高7.5cm",经古法制茶与现代化标准化相结合,8703526,天池 凤凰单丛茶 高山有机茶 2018年春茶 鸭屎香 特级 48g,11738,238.00元,乌龙茶,https://www.zuipin.cn/goods?id=8703526,48克,238.00元
香云山,广东单枞,"规格：9g/泡x10小盒,产地：广东潮州,食品生产许可证：sc11444011500313,采摘季节：春季,储藏方法：防潮湿，防异味，避光,保质期：3年,等级：一级,包装规格：长35cmx宽10.5cmx高6cm",经典鸭屎香型 生津回甘 沁人心脾,6931246216009,香云山广东单丛 特别定制款先生之礼 90g 长条盒,12637,498.00元,乌龙茶,https://www.zuipin.cn/goods?id=6931246216009,90克,498.00元
天池,广东单枞,"规格：200g/罐,产地：广东潮州凤凰乌岽山,食品生产许可证：sc11444512100266,采摘季节：春季,储藏方法：密封、避光、防潮湿、防异味,保质期：24个月,等级：特级",SGS481项检测 出口欧盟标准有机茶 轻奢礼品茶,8685038,【有机茶】天池乌岽山 凤凰单丛  乌龙茶 珍藏·金 特级 200g,3110,1588.00元,乌龙茶,https://www.zuipin.cn/goods?id=8685038,200克,1588.00元
琪明,武夷岩茶,"规格：8g*10泡,产地：武夷山,食品生产许可证：SC11435078204357,采摘季节：春季,储藏方法：通风、干燥、清洁、阴凉、无阳光直射,保质期：3年,等级：特级,包装规格：长10cm*宽10cm*高12.5cm",【库存紧张，卖完售罄】发烧友怀旧版 复刻传统的味道 木炭碳烤的经典之作,8683999,【非遗大师王顺明亲制】琪明 武夷岩茶  乌龙茶 水仙 足火 特级 80g 单罐,2799,428.00元,乌龙茶,https://www.zuipin.cn/goods?id=8683999,80克,428.00元
曦瓜,武夷岩茶,"规格：8g*12罐,产地：武夷山,食品生产许可证：SC11405078200423,采摘季节：春季,储藏方法：密封、防潮、常温、防异味,保质期：5年,等级：特级,包装规格：长30.1cm*宽20.5cm*高7.6cm",特色茶礼装 送恩师,8699556,曦瓜 武夷岩茶 乌龙 96g 见茶矮脚 2017春茶 特级 礼盒,3278,380.00元,乌龙茶,https://www.zuipin.cn/goods?id=8699556,96克,380.00元
醉品叶界,武夷岩茶,"规格：7g*18罐,产地：福建省武夷山,食品生产许可证：SC11435078202940,采摘季节：春季,储藏方法：密封、避光、防潮、防异味,保质期：36个月,等级：特级,包装规格：长37cm*宽26cm*高7.3cm",武夷山原产，地道风味,8699586,醉品叶界 黄勇大师代表作 武夷岩茶 肉桂  特级 125g 乌龙茶,3304,1500.00元,乌龙茶,https://www.zuipin.cn/goods?id=8699586,125克,688.00元
曦瓜,武夷岩茶,"规格：8g*12罐,产地：武夷山,食品生产许可证：SC11405078200423,采摘季节：春季,储藏方法：密封、防潮、常温、防异味,保质期：5年,等级：特级,包装规格：长30.1cm*宽20.5cm*高7.6cm",喜庆茶礼装 送父母长辈,8699555,【传承大师徐秋生 刘安兴亲制】曦瓜 武夷岩茶 大红袍 96g 鉴心花香 2017春茶 特级 礼盒,3277,280.00元,乌龙茶,https://www.zuipin.cn/goods?id=8699555,96克,280.00元
曦瓜,武夷岩茶,"产地：武夷山,食品生产许可证：SC11435078200423,采摘季节：春季,储藏方法：常温、干燥、避光、防异味,保质期：5年,等级：特级",花果香型 岩骨花香品质茶,8684401,曦瓜 武夷岩茶 大红袍 茶礼240g 中火 特级 乌龙茶,2867,298.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684401,240克,298.00元
